symbol,log2fold_change,p_value,-log10(p_value),regulation
CNKSR1,0.183053543,0.214771983,0.6680223729822511,Not significant
CATSPER4,1.203200653,0.000168852,3.772493790913558,Upregulated
LOC101928303,1.063335802,0.000876204,3.0573947685351976,Upregulated
CEP85,0.049812253,0.779543891,0.10815942751493707,Not significant
SH3BGRL3,0.657138539,0.000105179,3.978070962601725,Not significant
UBXN11,0.144490808,0.422325885,0.3743522991856863,Not significant
CD52,0.926893918,0.00032079,3.4937791784567946,Not significant
AIM1L,0.207992034,0.478247049,0.3203477010852355,Not significant
ZNF683,0.616978239,0.019845129,1.7023460736877285,Not significant
LIN28A,0.610466357,0.055386677,1.2565946901675373,Not significant
DHDDS,0.25353989,0.00745663,2.12745740618452,Not significant
LOC101928324,-0.140491263,0.476974187,0.3215051235737238,Not significant
HMGN2,0.018463567,0.861019481,0.06498702230349993,Not significant
RPS6KA1,-0.042210017,0.774096133,0.11120510205753739,Not significant
MIR1976,0.218155082,0.449938702,0.34684664888347677,Not significant
ARID1A,0.166262569,0.079828905,1.0978398278342876,Not significant
PIGV,-0.12725865,0.389711024,0.4092573088733295,Not significant
ZDHHC18,0.045237053,0.75102478,0.1243457332492045,Not significant
SFN,0.325133119,0.138416578,0.8588118917957949,Not significant
GPN2,-0.195213227,0.213545801,0.6705089637850773,Not significant
GPATCH3,0.080723068,0.498291701,0.30251634590122695,Not significant
NR0B2,0.702915709,0.028054653,1.5519950985918625,Not significant
NUDC,0.516899092,8.58e-05,4.066512712151295,Not significant
KDF1,-0.028104937,0.86104526,0.06497401968265383,Not significant
TRNP1,0.300070597,0.257818804,0.5886854105837801,Not significant
FAM46B,0.373100458,0.189284587,0.7228847481776275,Not significant
SLC9A1,0.360482835,0.059356762,1.2265297984953383,Not significant
WDTC1,0.076781687,0.593477755,0.2265955548253199,Not significant
TMEM222,-0.027148948,0.865676334,0.06264445513339591,Not significant
ACTG1P20,-0.242761231,0.089405981,1.0486334271950084,Not significant
SYTL1,-0.069369826,0.715505731,0.1453868833134181,Not significant
MAP3K6,0.155946462,0.427989929,0.3685664502185719,Not significant
FCN3,0.657056444,0.02245959,1.6485981760515342,Not significant
CD164L2,0.250493015,0.429387658,0.3671504427584747,Not significant
GPR3,0.585203448,0.06079823,1.2161090640236851,Not significant
WASF2,0.061048407,0.509394372,0.292945857611207,Not significant
AHDC1,0.112041633,0.536959545,0.270058433192614,Not significant
FGR,0.629944935,0.003068871,2.513021366754112,Not significant
IFI6,0.122509822,0.693095121,0.15920715833114196,Not significant
FAM76A,0.015470626,0.906615188,0.04257700973206209,Not significant
STX12,-0.050132518,0.717894014,0.14393966792000942,Not significant
PPP1R8,0.130343767,0.172743392,0.7625985568210617,Not significant
SCARNA1,-0.260980744,0.308062183,0.511361611395651,Not significant
THEMIS2,0.434708597,0.015028064,1.8230969640752714,Not significant
RPA2,0.250316043,0.018210216,1.7396849028019092,Not significant
SMPDL3B,0.149343337,0.379174557,0.42116081195955063,Not significant
XKR8,-0.146267553,0.309615517,0.5091772819083796,Not significant
EYA3,0.086320189,0.357276664,0.4469953493923069,Not significant
PTAFR,0.040979279,0.806081264,0.09362117317290654,Not significant
DNAJC8,0.405401401,7.5e-07,6.1249387366083,Not significant
ATPIF1,0.082018788,0.581515698,0.23543855700989866,Not significant
SESN2,0.092670469,0.570777644,0.2435330455040898,Not significant
MED18,0.140543021,0.318264448,0.4972118719029044,Not significant
PHACTR4,0.051137863,0.526487194,0.2786121879025652,Not significant
SNHG3,-0.114766498,0.579365973,0.23704701512515683,Not significant
RCC1,0.263314006,0.130069402,0.8858248564396228,Not significant
SNORA73A,0.325468499,0.247977486,0.6055877471972254,Not significant
SNORA73B,0.401240133,0.148612662,0.8279441865212004,Not significant
TRNAU1AP,-0.066260486,0.583358742,0.2340642895703853,Not significant
SNHG12,0.120442678,0.470441242,0.3274946121277224,Not significant
SNORD99,0.385259495,0.191197761,0.7185171977871073,Not significant
SNORA61,0.619856703,0.020524331,1.687730990006014,Not significant
SNORA44,1.061110485,0.000147401,3.831499570120056,Upregulated
SNORA16A,0.557440462,0.049684703,1.3037773019160657,Not significant
RAB42,0.003783417,0.987324313,0.005540168291616784,Not significant
TAF12,0.251014501,0.083223414,1.0797544725018622,Not significant
RNU11,1.066527585,3.55e-05,4.449771646944906,Upregulated
GMEB1,0.180981591,0.069591365,1.1574446449512574,Not significant
YTHDF2,-0.03053055,0.751215638,0.12423537997195284,Not significant
OPRD1,0.081232281,0.79992783,0.09694919356631974,Not significant
EPB41,0.128344938,0.252258084,0.5981549072304532,Not significant
TMEM200B,-0.251974938,0.260960553,0.5834251359918972,Not significant
SRSF4,0.131571826,0.121498799,0.9154280149895428,Not significant
MECR,-0.009785567,0.942401314,0.025764117015217,Not significant
PTPRU,-0.274665501,0.103806275,0.9837763929663245,Not significant
LOC101928460,-0.301054798,0.31959989,0.49539337883364454,Not significant
LOC101929406,0.951274243,0.002498983,2.6022366982678293,Not significant
MATN1,0.358876374,0.256643766,0.5906692804960758,Not significant
MATN1-AS1,-0.068923357,0.739374032,0.131135806612723,Not significant
LAPTM5,0.177859707,0.330577955,0.48072611126388837,Not significant
MIR4420,0.924707257,0.003623723,2.440845007509922,Not significant
SDC3,0.206270724,0.232271252,0.6340045391036321,Not significant
PUM1,0.075570325,0.254756665,0.5938744450649812,Not significant
SNORD85,0.313685835,0.214498372,0.6685759996755257,Not significant
NKAIN1,0.083316058,0.794094722,0.10012769053470415,Not significant
SNRNP40,0.160425502,0.133576291,0.8742706197168947,Not significant
ZCCHC17,0.239701215,0.066512401,1.1770973744898592,Not significant
FABP3,-0.081183529,0.632784271,0.19874432455273736,Not significant
SERINC2,0.098391903,0.621131277,0.20681660135095753,Not significant
LINC01225,0.238972081,0.451576628,0.34526854370300203,Not significant
LINC01226,0.363067194,0.25399455,0.5951756020033679,Not significant
TINAGL1,0.161509192,0.534080089,0.27239361262928186,Not significant
HCRTR1,-0.100320835,0.705033886,0.15179000903817724,Not significant
PEF1,0.13092908,0.332073048,0.4787663715557049,Not significant
COL16A1,-0.096492499,0.641382246,0.19288306587771675,Not significant
ADGRB2,-0.196955081,0.341880444,0.4661257406944569,Not significant
MIR4254,0.35865276,0.262595124,0.5807133423727929,Not significant
SPOCD1,-0.092044499,0.762178949,0.11794305039380527,Not significant
PTP4A2,0.078502124,0.605620556,0.21779939241508092,Not significant
KHDRBS1,0.101493398,0.234764614,0.6293673635687216,Not significant
TMEM39B,0.115659563,0.465224103,0.3323377928070303,Not significant
MIR5585,0.152957164,0.624470943,0.20448776479720795,Not significant
KPNA6,0.219630414,0.047763922,1.320900019545665,Not significant
TXLNA,0.013304828,0.905977642,0.042882519846187024,Not significant
CCDC28B,0.127414096,0.354681422,0.4501615590166055,Not significant
IQCC,-0.072021547,0.663189206,0.1783625509330337,Not significant
DCDC2B,-0.107433243,0.534998028,0.2716478187830645,Not significant
TMEM234,-0.205891699,0.204273863,0.689787198130338,Not significant
EIF3I,0.323382437,0.004853185,2.3139731533688694,Not significant
MTMR9LP,-0.230427145,0.207474842,0.6830345574722771,Not significant
FAM167B,0.248204261,0.367908149,0.43426059263492794,Not significant
LCK,0.398463986,0.095339379,1.020727681208553,Not significant
HDAC1,0.20747101,0.089326608,1.0490191571659224,Not significant
MARCKSL1,0.561608454,0.001748129,2.7574265225477137,Not significant
FAM229A,0.033128105,0.908250993,0.04179411864643704,Not significant
TSSK3,-0.27607769,0.088165254,1.054702536967587,Not significant
BSDC1,0.107752363,0.316786763,0.4992329737876001,Not significant
ZBTB8B,1.187835772,0.000135809,3.867071448606165,Upregulated
ZBTB8A,-0.246515087,0.078009664,1.107851592669847,Not significant
ZBTB8OS,0.161924891,0.204958914,0.6883331887559896,Not significant
RBBP4,0.135610924,0.091575293,1.0382216831129985,Not significant
SYNC,-0.135793197,0.586874138,0.23145502828053732,Not significant
KIAA1522,0.077721483,0.626662201,0.2029665002772085,Not significant
YARS,0.219183548,0.03857269,1.4137200730494541,Not significant
S100PBP,-0.168318112,0.068373846,1.165109990531441,Not significant
FNDC5,-0.310524829,0.074768354,1.1262821800940686,Not significant
HPCA,-0.092521543,0.765149671,0.11625360415156911,Not significant
TMEM54,0.24859631,0.247524562,0.6063816993090233,Not significant
RNF19B,0.138913741,0.255964336,0.5918205415529397,Not significant
AK2,0.069552132,0.476198094,0.32221234720694547,Not significant
AZIN2,-0.168401768,0.317420518,0.49836500396373035,Not significant
TRIM62,0.246836006,0.082770353,1.0821251926128568,Not significant
ZNF362,0.223119062,0.086221521,1.0643843201961114,Not significant
A3GALT2,-0.487729586,0.116674864,0.9330226966702242,Not significant
PHC2,0.124324801,0.327430938,0.48488028775887515,Not significant
MIR3605,-0.607047019,0.022191194,1.6538193298697996,Not significant
LOC101929464,0.013027403,0.953158645,0.020834808790874185,Not significant
ZSCAN20,-0.255630352,0.011529949,1.9381726136998858,Not significant
CSMD2,0.021848845,0.91533262,0.03842106027142189,Not significant
HMGB4,0.426072302,0.181339499,0.7415075884618061,Not significant
CSMD2-AS1,0.937910376,0.003406346,2.4677112406192068,Not significant
C1orf94,1.114449955,0.000292141,3.534407488475889,Upregulated
MIR552,0.010026169,0.939934564,0.02690237989275742,Not significant
GJB5,0.511968985,0.085646865,1.0672885292322563,Not significant
GJB4,0.820522214,0.009030167,2.0443042179580524,Not significant
GJB3,0.018334528,0.951198406,0.021728886171097563,Not significant
GJA4,0.729947328,0.00085383,3.0686285899799928,Not significant
SMIM12,-0.180956564,0.061236933,1.2129865687009322,Not significant
DLGAP3,0.372285671,0.237861091,0.6236765934650214,Not significant
LOC653160,-0.391060727,0.033563411,1.474133908892203,Not significant
ZMYM6NB,-0.086937234,0.560724709,0.25125030577788654,Not significant
ZMYM6,-0.410049821,0.00685564,2.163951995944601,Not significant
ZMYM1,-0.5926444,0.0005754,3.240030142445693,Not significant
SFPQ,-0.170269668,0.098591105,1.0061622658262899,Not significant
ZMYM4,-0.007977735,0.940705104,0.026546499609569223,Not significant
KIAA0319L,0.143192253,0.222039244,0.6535702600250413,Not significant
NCDN,0.092521133,0.569435592,0.24455539120010175,Not significant
TFAP2E,0.231065591,0.209190256,0.6794585486001129,Not significant
PSMB2,0.316047557,0.013054029,1.8842554268379903,Not significant
C1orf216,0.102391954,0.387038146,0.41224622934571853,Not significant
CLSPN,0.218383889,0.350018662,0.4559087996852818,Not significant
2004-08-01 00:00:00,-0.135140026,0.247232187,0.6068949893821107,Not significant
2001-08-01 00:00:00,0.087859938,0.300015897,0.5228557326254565,Not significant
2003-08-01 00:00:00,-0.235040542,0.00764962,2.116360138179989,Not significant
TEKT2,-0.030497493,0.92137021,0.035565833587317054,Not significant
ADPRHL2,0.152488424,0.368725147,0.4332972425649827,Not significant
COL8A2,-0.243586731,0.234115357,0.6305700974455829,Not significant
TRAPPC3,0.232122123,0.014473604,1.8394233139102913,Not significant
MAP7D1,0.15538084,0.263982019,0.5784256538689104,Not significant
THRAP3,0.296743399,0.001112161,2.9538323383382075,Not significant
SH3D21,-0.167563169,0.376637733,0.4240761728674407,Not significant
EVA1B,-0.124122185,0.554003627,0.2564873919846937,Not significant
STK40,0.069122315,0.643299097,0.19158705821908226,Not significant
LSM10,0.208313547,0.220415082,0.6567586920104675,Not significant
OSCP1,-0.114939124,0.42608946,0.3704992086309343,Not significant
MRPS15,0.194526927,0.123750184,0.9074541466560078,Not significant
CSF3R,0.173846734,0.454569382,0.3423998199886575,Not significant
GRIK3,-0.123325715,0.669014965,0.17456416751733145,Not significant
MIR4255,0.064985432,0.698630591,0.15575240179080704,Not significant
LINC01137,-0.082162185,0.706954955,0.15060825723303653,Not significant
ZC3H12A,0.764108274,1.73e-06,5.761953896871205,Not significant
MIR6732,0.233783068,0.454216437,0.3427371537595356,Not significant
MEAF6,-0.10470609,0.520727373,0.2833895922294511,Not significant
MIR5581,-0.004883354,0.985843428,0.006192054384444047,Not significant
SNIP1,-0.014626806,0.90694703,0.042418077052894264,Not significant
DNALI1,0.082818728,0.669323036,0.17436422768509544,Not significant
GNL2,0.061976775,0.497791074,0.3029528950864062,Not significant
RSPO1,0.209921615,0.490628495,0.3092472321959044,Not significant
C1orf109,0.109347859,0.276091689,0.5589466664348569,Not significant
CDCA8,0.34184028,0.161533105,0.7917384588099009,Not significant
EPHA10,-0.031851665,0.888983941,0.05110608424697218,Not significant
MANEAL,0.077526255,0.746197068,0.12714646174643954,Not significant
YRDC,0.007495502,0.957008043,0.019084412258851706,Not significant
C1orf122,0.095822822,0.603466436,0.21934687977599449,Not significant
MTF1,-0.046208296,0.610799252,0.21410150346314655,Not significant
INPP5B,0.058871511,0.634556148,0.19752994380141428,Not significant
SF3A3,0.186999158,0.012816732,1.8922226967590265,Not significant
FHL3,0.137656689,0.40113799,0.39670620596630507,Not significant
UTP11L,0.022849816,0.844240172,0.07353398638815273,Not significant
POU3F1,-0.240861748,0.43624598,0.3602685620312996,Not significant
MIR3659,0.131698367,0.65273606,0.1852623943111817,Not significant
LINC01343,0.900281937,0.003120291,2.505804901558182,Not significant
RRAGC,-0.35590198,0.004888387,2.310834419518484,Not significant
MYCBP,-0.816154052,0.008680932,2.0614336457073383,Not significant
GJA9-MYCBP,-0.04713597,0.865263477,0.06285162758292402,Not significant
RHBDL2,-0.037284901,0.849874184,0.07064536280205655,Not significant
AKIRIN1,-0.14002164,0.253799321,0.5955095441260566,Not significant
NDUFS5,0.530919254,0.000116415,3.9339910575081127,Not significant
MACF1,-0.111999485,0.379493453,0.4207957121281829,Not significant
KIAA0754,-0.171919305,0.14656927,0.8339570751818736,Not significant
BMP8A,-0.392929502,0.03370089,1.4723586297819238,Not significant
PPIEL,0.223553839,0.184517751,0.7339618474424953,Not significant
PABPC4,0.043160119,0.676971337,0.16942971897550474,Not significant
LOC101929516,-0.236465713,0.272501907,0.5646304541334707,Not significant
SNORA55,0.566639669,0.057772939,1.2382755386553028,Not significant
HEYL,0.247309984,0.213149439,0.6713158060594245,Not significant
NT5C1A,0.280700051,0.381211408,0.4188341112936364,Not significant
HPCAL4,0.480639152,0.118764544,0.9253131944005726,Not significant
PPIE,0.036418177,0.758649209,0.11995899065506502,Not significant
BMP8B,-0.427483808,0.043732582,1.3591948808703487,Not significant
OXCT2,-0.162136475,0.612734496,0.2127276688752855,Not significant
TRIT1,-0.036310208,0.746678458,0.12686637807670487,Not significant
MYCL,0.253400442,0.291869527,0.5348112456991814,Not significant
MFSD2A,0.041723445,0.872745585,0.059112339494576976,Not significant
CAP1,0.239740328,0.00496914,2.303718767317467,Not significant
PPT1,0.121535922,0.382826526,0.41699797764465907,Not significant
RLF,-0.356644637,0.008802215,2.0554080277097646,Not significant
TMCO2,0.200177323,0.530733113,0.2751238154334494,Not significant
ZMPSTE24,-0.181813858,0.312561631,0.5050643355545419,Not significant
COL9A2,0.215415363,0.382031587,0.4179007274216201,Not significant
SMAP2,0.612726517,1.13e-05,4.94692155651658,Not significant
ZFP69B,-0.044027431,0.825118056,0.08348390914546026,Not significant
ZFP69,-0.206082565,0.156987151,0.8041358920376223,Not significant
EXO5,0.070748744,0.591354398,0.2281521689214311,Not significant
ZNF684,-0.351429263,0.039677055,1.4014605705076357,Not significant
RIMS3,-0.331595979,0.093710595,1.028211304630795,Not significant
NFYC-AS1,-0.242802836,0.246525238,0.6081386132505908,Not significant
NFYC,0.195778255,0.039387315,1.4046436236698725,Not significant
MIR30E,-0.360276203,0.232440161,0.6336888324184847,Not significant
MIR30C1,0.331845278,0.299767474,0.5232154916633487,Not significant
KCNQ4,0.816433932,0.002765305,2.558256961100018,Not significant
CITED4,0.54013637,0.06827721,1.165724233696152,Not significant
CTPS1,0.055143171,0.716996135,0.14448318540988003,Not significant
SLFNL1-AS1,0.102885502,0.472203995,0.32587034296860945,Not significant
SLFNL1,-0.44837741,0.044078232,1.3557758335764818,Not significant
SCMH1,-0.044891621,0.714878025,0.1457680527281484,Not significant
