reaction,minimum,maximum,status
TDCHOLAtx,-0.4,0.1,Active
TDPm,0.0,0.1,Inactive
TETHEX3COAtx,0.0,0.1,Inactive
TETHEX3t,-0.1,0.1,Active
TETPENT3CPT1,-0.1,0.1,Active
TETPENT6COAtx,9.252480258984543e-18,0.1,Inactive
TETPENT6CPT1,-0.1,0.1,Active
TETPENT6CRNt,-0.1,0.1,Active
TETTET6CPT2,-0.1,0.0999999999999999,Active
THCHOLSTOICtm,-0.1999999999999983,0.1,Active
THD1m,0.0,0.1,Inactive
THFtm,-0.3,0.1,Active
THMDt4,0.0,0.1,Inactive
THMMPt4_1,-0.1999999999999998,0.1,Active
THMMPtm_cho,-0.0999999999999999,0.0,Inactive
THMt2m,0.0,0.1,Inactive
THMTP,0.0,0.1,Inactive
THMTPt_1,0.0,0.1,Inactive
THRCYSNaEx,0.0,0.1,Inactive
THRGLNNaEx,0.0,0.1,Inactive
THRGLYexR,-1000.0,0.1,Active
THRSERNaEx,0.0,0.1,Inactive
THYMDtl,0.0,0.1,Inactive
THYMDtm,-0.0999999999999994,0.1,Active
THYOXt,-0.6,0.1,Active
THYPX,0.0,0.1,Inactive
TMABADH,0.0,0.1,Inactive
TMDK1m,0.0,0.1,Inactive
TMLYSOX,0.0,0.1,Inactive
TMNDNCCOAtx,-0.2,0.1,Active
TMNDNCCPT1,-0.2999999999999998,0.1,Active
TMNDNCCRNt,-0.3,0.1,Active
TMNDNCt,-0.10009,0.1,Active
TRDR2,0.0,0.1,Inactive
TRIODTHYSUFt,0.0,0.1,Inactive
TRIODTHYSULT,0.0,0.1,Inactive
TRPHYDRO2,0.0,0.1,Inactive
TRPO2,0.0,0.1,Inactive
TRPt4,0.0,0.1,Inactive
TRYPTAOX,0.0,0.1,Inactive
TSTSTERONEGLCte,0.0,0.1,Inactive
TSTSTERONEGLCtr,-0.0999999999999994,-8.571988395397506e-17,Inactive
TSTSTERONESte,0.0,0.1000000000000005,Inactive
TSTSTERONESULT,0.0,0.1,Inactive
TSTSTERONEt,-0.1000000000000004,0.1,Active
TSTSTERONEtr,-0.4000000000000004,0.1,Active
TSULt4_3,-0.2,0.1,Active
TTDCAtr,-0.1,0.1,Active
TTDCPT2,-0.2999999999999997,0.1,Active
TTDCRNt,-0.4000000000000001,0.1,Active
TXA2tr,-0.2,0.0999999999999999,Active
TYRASE,0.0,0.1,Inactive
TYRDOPO,0.0,0.1,Inactive
TYROXDAc,0.0,0.1,Inactive
UAG2EMA,0.0,0.1,Inactive
UAGALDP,0.0,0.1,Inactive
UDPACGALtl,-0.1,0.0999999999999996,Active
UDPGALtg,-4.340993807965155e-33,0.1,Active
UDPGD,0.0,0.1,Inactive
UDPGLCAtg,-0.0499999999998921,-1.5340858779141574e-16,Inactive
UDPGLCter,-0.1,0.1,Active
UDPGLDCg,0.0,0.0166666666666666,Inactive
UDPGNP,0.0,0.1,Inactive
UDPGP,0.0,0.1,Inactive
UDPtl,-0.1000000000001396,0.1,Active
UDPXYLter,0.0,0.0166666666666667,Inactive
UDPXYLtg,-0.0166666666666666,1.763749772339864e-16,Active
UGALGTg,0.0,0.1,Inactive
UGCG,0.0,0.0999999999999997,Inactive
UGT1A10r_1,-0.1,0.1,Active
UGT1A1r,0.0,0.1,Inactive
UGT1A2r,0.0,0.1000000000000011,Inactive
UGT1A4r,0.0,0.1,Inactive
UGT1A6r,0.0,0.1,Inactive
UGT1A8r,0.0,0.1,Inactive
UGT1A9r,0.0,0.1,Inactive
UMPK3,-0.7999999999999993,0.1,Active
UMPK4,-0.7999999999999999,0.1,Active
UMPK4n,-0.6,0.1,Active
UMPK5,-0.8,0.1,Active
UMPK6n,-0.6,0.1,Active
UMPK7,-0.8000000000000003,0.1,Active
UMPK7n,-0.6,0.1,Active
UMPKn,-0.6,0.1,Active
UMPtr,-0.2999999999999999,0.1,Active
URATEt,0.0,0.1,Inactive
UREAt5,-0.2,0.1,Active
UREAtm,-0.2000000000000003,0.0,Inactive
URIt,-0.4,0.1,Active
Uritn,-0.1000000000000008,0.0,Inactive
UROLACer,0.0,0.1,Inactive
UTPtn,-0.2000000000008447,0.1,Active
VITD3t,0.0,0.1,Inactive
VLCS2p,0.0,0.1,Inactive
VLCSp,0.0,0.1,Inactive
WHTTDCAte,-0.1,0.0,Inactive
XAOx,0.0,0.0999999999999999,Inactive
XOL27OHtm,-0.2,0.1,Active
XOL7AH2tm,-0.1999999999994638,0.1,Active
XOLDIOLONEt,-0.1999999999999999,0.1000000000000007,Active
XOLESTte,-0.1,0.0,Inactive
XOLTRI24te,-0.1,0.1,Active
XOLTRI25tc,0.0,0.0999999999999999,Inactive
XOLTRI25te,0.0,0.1,Inactive
XOLTRIOLtm,0.0,0.1,Inactive
XYLK,0.0,0.1,Inactive
XYLTer,0.0,0.0166666666666666,Inactive
XYLTt,-0.1,0.1,Active
XYLUR,-1000.0,0.1,Active
YVITEt,0.0,0.1,Inactive
EX_4abutn_e,-0.1999999999999999,0.1,Active
EX_acmana_e,0.0,0.0999999999999999,Inactive
EX_ahdt_e,-0.1,0.1,Active
EX_dgmp_e,-0.1,0.1,Active
EX_dgtp_e,-0.1000000000000001,0.1,Active
EX_dha_e,-0.1999999999999999,0.1,Active
EX_dhap_e,-0.2,0.1,Active
EX_dttp_e,-0.1,0.1,Active
EX_isomal_e,-0.1,0.1,Active
EX_HC00250_e,-4.220137916082729,0.1,Active
EX_HC01361_e,-0.1,0.1,Active
EX_HC01440_e,0.0,0.1,Inactive
EX_HC01446_e,-0.3,0.1,Active
EX_HC01577_e,0.0,0.0999999999999999,Inactive
EX_HC02160_e,0.0,0.1,Inactive
EX_orot_e,-0.2000000000000001,0.1,Active
EX_udpg_e,-0.1,0.0,Inactive
r0009,0.0,0.1,Inactive
r0013,0.0,0.1,Inactive
r0016,0.0,0.1,Inactive
GDR,-1000.0,0.1,Active
r0023,0.0,0.1,Inactive
NOS2,0.0,0.0499999999999999,Inactive
r0027,-1000.0,0.1,Active
NDP1,0.0,0.1,Inactive
ACOAHim,0.0,0.1,Inactive
r0074,-0.8,0.1,Active
r0083,0.0,0.1,Inactive
r0086,0.0,0.1,Inactive
r0113,0.0,0.1,Inactive
NTPP2,0.0,0.1,Inactive
GTHRDH_syn,-0.1,0.1000000000000003,Active
GGTAe2,-0.9999999999999906,0.1,Active
r0139,-0.2,0.1,Active
r0142,0.0,0.1,Inactive
r0149,-0.1,0.1,Active
r0156,0.0,0.1,Inactive
SPTc,0.0,0.1,Inactive
PYK2,0.0,0.1,Inactive
r0166,0.0,0.1,Inactive
SSALxm,-0.7999999999999987,0.1,Active
ITPH2,-0.3,0.1,Active
r0202,-0.1,0.1,Active
MAN1PT,0.0,0.1,Inactive
DHFR2i,0.0,0.1,Inactive
r0242,-0.1999999999999999,0.1,Active
r0246,0.0,0.1,Inactive
r0249,-0.1999999999999998,0.0999999999999999,Active
GMPR,-0.2999999999999991,0.1,Active
r0287,0.0,0.1,Inactive
GMPS,0.0,0.1,Inactive
ACOAR7m,-0.4000000000000009,0.1,Active
r0310,0.0,0.1,Inactive
r0311,0.0,0.1,Inactive
r0319,0.0,0.1,Inactive
r0330,0.0,0.1,Inactive
r0354,0.0,0.1,Inactive
r0355,0.0,0.1,Inactive
r0358,0.0,0.1,Inactive
r0361,0.0,0.1,Inactive
r0381,-0.1999999999999989,0.1,Active
r0383,0.0,0.1,Inactive
PYDXNO,0.0,0.1,Inactive
r0390_1,-0.0999999999999987,0.1,Active
HXAND,-0.3999999999999131,0.1,Active
PHETHPTOX,0.0,0.1,Inactive
r0402,0.0,0.0999999999999999,Inactive
r0403,0.0,0.1,Inactive
r0407,-0.2916325714285716,0.1,Active
r0408,-0.3916325714285715,0.1,Active
r0409,-0.3916325714285715,0.1,Active
r0410,-0.1,0.1,Active
r0425,-0.1,0.1,Active
r0433_1,0.0,0.1,Inactive
r0434,-0.6000000000000002,0.1,Active
r0437,-0.7000000000000002,0.1,Active
r0438,0.0,0.1,Inactive
r0441,-0.0999999999999997,0.1,Active
r0451,0.0,0.0999999999999998,Inactive
r0463,-0.2,0.0,Inactive
r0465_1,0.0,0.1,Inactive
RNTR1,-0.2,0.1,Active
RNTR2,-0.3000000000000003,0.0967494699999998,Active
r0480,-0.4999999999993536,0.0999999999999999,Active
r0483,-0.2,0.1,Active
HMGCOAR,-0.3999999999999997,0.1,Active
r0494,-0.2,0.1,Active
r0497,-0.1,0.1,Active
r0511,0.0,0.0999999999999997,Inactive
r0514,0.0,0.0999999999999999,Inactive
THFATm,0.0,0.1,Inactive
SPHPL,-0.1000000000000011,0.0,Inactive
r0546,0.0,0.1000000000000001,Inactive
BETALDHx,-0.1000000000000002,0.1,Active
r0557,0.0,0.1,Inactive
r0558,0.0,0.1,Inactive
r0568,0.0,0.1,Inactive
r0571,-0.2,0.0999999999999997,Active
r0573,0.0,0.0999999999999994,Inactive
r0579,0.0,0.0999999999999999,Inactive
DNADDP,-0.3,0.1,Active
DPCOAPP,-0.1,0.1,Active
AASAD3,0.0,0.1,Inactive
r0610,-0.0999999999999999,0.1,Active
HPROx,-1000.0,0.0999999999999999,Active
HPROxm,-0.2000000000000001,0.1,Active
HPROb,-1000.0,0.1,Active
r0627,-0.0999999999999997,0.1,Active
r0629,-0.6000000000000014,0.1,Active
r0630,-0.6000000000000001,0.1,Active
r0633,-0.1999999999999999,0.1,Active
r0637,0.0,0.1,Inactive
r0642,-0.1,0.0,Inactive
AM6SAD,9.96592922436231e-16,0.1,Inactive
r0647,0.0,0.1,Inactive
r0648,0.0,0.1,Inactive
r0650,0.0,0.1,Inactive
ACACT7m,-0.1,0.0,Inactive
r0656,0.0,0.1,Inactive
ECOAH5p,-0.0833333333333331,0.0,Inactive
PRAIS,1.424348700692958e-16,0.1000000000000002,Inactive
r0669,0.0,0.1,Inactive
r0670,0.0,0.1000000000000002,Inactive
r0672,-0.2000000000000004,0.1,Active
r0688,-0.3999999999999999,0.1,Active
r0698,0.0,0.1,Inactive
r0706,0.0,0.1,Inactive
r0716_1,0.0,0.1,Inactive
r0717,0.0,0.0833333333333333,Inactive
HACD6m,-0.2000000000000002,0.1,Active
r0721,0.0,0.0833333333333333,Inactive
HACD5p,-0.0833333333333337,0.0,Inactive
ACACT5m,-0.5000000000000001,0.1,Active
ECOAH4p,-0.1,0.0,Inactive
r0730,0.0,0.1,Inactive
r0731,0.0,0.1,Inactive
r0734,-9.155982490812038e-18,0.1,Active
r0737,0.0,0.1,Inactive
r0743,0.0,0.0999999999999997,Inactive
r0744,0.0,0.1,Inactive
r0750,-0.1,0.1,Active
r0755,0.0,0.1,Inactive
r0756,-0.1,0.0,Inactive
r0774,-0.0999999999999999,0.075,Active
LNS14DMr,0.0,0.0333333333333333,Inactive
r0782,0.0,0.1,Inactive
r0784,-1000.0,0.1,Active
r0786,0.0,0.1,Inactive
SBPP1,0.0,0.1,Inactive
r0788,-0.5000000000000006,0.1,Active
r0789,-0.5,0.1,Active
r0797,-0.4000000000000001,0.1,Active
r0801,-0.9999999999999972,0.1,Active
r0812,-0.2,0.1,Active
r0819,-1000.0,0.1,Active
r0822,-1000.0,0.1,Active
r0829,-0.3,0.1,Active
r0830,-0.3999999999999999,0.1,Active
r0836,-0.1999999999999997,0.1,Active
r0839,-0.3,0.1,Active
r0840,-0.1999999999999999,0.1,Active
r0841,-0.1999999999999999,0.1,Active
r0842,-0.0999999999999999,0.1,Active
r0845,0.0,0.1,Inactive
r0859,0.0,0.0999999999999996,Inactive
r0870,-0.2,0.1,Active
r0885,-0.2999999999996117,0.1,Active
r0892,-0.8064931048265584,0.1,Active
r0899,-0.2999999999999998,0.1,Active
r0907,0.0,0.1,Inactive
r0908,-0.1,0.1,Active
r0909,-0.1,0.1,Active
MALICITtm,-0.8,0.1,Active
r0915,-1000.0,0.1,Active
r0921,0.0,0.1,Inactive
r0924,0.0,0.1,Inactive
r0926,0.0,0.1,Inactive
r0932,-0.1,0.0,Inactive
r0936,0.0,0.1,Inactive
r0937,-0.1,1.83769860268641e-33,Active
r0940,-4.22013791608303,0.1,Active
r0942,-1000.0,0.1,Active
SPMDtex2,-0.5000000000000006,0.1,Active
r0954,-0.1000000000000008,0.1,Active
r0960,-0.1,0.1,Active
r0962,0.0,0.1,Inactive
r0975,0.0,0.1,Inactive
r0983,0.0,0.1,Inactive
r0984,-0.1,0.0,Inactive
r0986,0.0,0.1,Inactive
r0987,-0.0999999999999988,0.1,Active
r0989,0.0,0.099999999999999,Inactive
r0994,0.0,0.1,Inactive
r0997,0.0,0.1,Inactive
CARN1619Zt_m,-0.5,0.1,Active
r1002,0.0,0.0999999999999999,Inactive
r1005,-0.1,0.1,Active
r1007,-0.0999999999999999,0.1000000000000002,Active
r1008,0.0,0.1,Inactive
r1013,0.0,0.1,Inactive
r1014,0.0,0.1,Inactive
r1017,0.0,0.1,Inactive
r1028,0.0,0.1,Inactive
r1029,0.0,0.1,Inactive
r1043,0.0,0.1,Inactive
r1044,0.0,0.1,Inactive
r1045,0.0,0.1,Inactive
r1051,-0.2,0.1,Active
CITt2r,-0.4999999999999876,0.1,Active
CITt4_1,0.0,0.1,Inactive
r1117,-0.2000000000000002,0.1,Active
r1134,0.0,0.0333333333333333,Inactive
r1143,0.0,0.1,Inactive
GLUt4,0.0,0.1,Inactive
r1148,-0.3,0.1,Active
r1150,0.0,0.1,Inactive
r1155,0.0,0.1,Inactive
r1162,0.0,0.1,Inactive
r1163,0.0,0.1,Inactive
r1164,0.0,0.1,Inactive
r1167,0.0,0.1,Inactive
r1170,0.0,0.1,Inactive
r1175,0.0,0.0999999999999999,Inactive
r1177,0.0,0.0999999999999999,Inactive
r1179,0.0,0.1,Inactive
r1182,0.0,0.1,Inactive
r1251,0.0,0.1000000000000004,Inactive
r1252,0.0,0.1,Inactive
r1253,0.0,0.1,Inactive
r1254,0.0,0.1,Inactive
r1260,0.0,0.1000000000000006,Inactive
r1262,0.0,0.1,Inactive
PPCOAtm,-0.5,0.1,Active
r1292,-0.4809523809523809,0.1,Active
r1298,0.0,0.1,Inactive
r1304,0.0,0.1,Inactive
r1364,0.0,0.0999999999999994,Inactive
r1365,0.0,0.1,Inactive
r1374,0.0,0.0666666666666667,Inactive
r1375,0.0,0.1,Inactive
r1378,-0.1,0.0999999999999996,Active
r1382_1,0.0,0.1,Inactive
r1383_1,0.0,0.1,Inactive
r1384,-0.2000000000000011,0.1,Active
r1392,-0.1,0.1,Active
r1400,-0.5,0.1,Active
HCO3Ee,-0.6000000000002119,0.1,Active
r1421,-0.1,0.1,Active
PIt,0.0,0.1,Inactive
r1428,-0.0999999999999999,0.0999999999999999,Active
ALAtmi,-0.2999999999999998,0.1,Active
r1435,0.0,0.1,Inactive
r1437,0.0,0.1,Inactive
ACOAO5p,0.0,0.0833333333333331,Inactive
ACOAO4p,0.0,0.0833333333333333,Inactive
r1448,0.0,0.1,Inactive
r1449,0.0,0.1,Inactive
r1450,0.0,0.1,Inactive
PHEt2m,-0.2000000000000003,0.1,Active
r1456,0.0,0.1,Inactive
r1467,-0.2000000000000002,0.1,Active
r1468,-0.3,0.1,Active
r1487,1.893644133749859e-16,0.0999999999999991,Inactive
GTHRDt2,-1000.0,0.1,Active
r1495,0.0,0.1,Inactive
r1497,0.0,0.1,Inactive
r1498,0.0,0.1,Inactive
r1499,0.0,0.1,Inactive
r1502,0.0,0.1,Inactive
r1503,0.0,0.1,Inactive
r1515,0.0,0.1,Inactive
r1518,0.0,0.1,Inactive
r1519,0.0,0.1,Inactive
r1520,0.0,0.1,Inactive
r1525,0.0,0.1,Inactive
r1530,0.0,0.1,Inactive
r1531_1,0.0,0.1,Inactive
r1533_1,0.0,0.1,Inactive
r1536,0.0,0.1,Inactive
r1540,0.0,0.1,Inactive
r1547,-1000.0,0.1,Active
r1548,-1000.0,0.1,Active
r1549,-1000.0,0.1,Active
r1552,-1000.0,0.1,Active
r1553,-1000.0,0.1,Active
r1554,-1000.0,0.1,Active
r1556,-1000.0,0.1,Active
r1557,-1000.0,0.1,Active
r1560,-4.400000000000002,0.1,Active
r1561,-4.4000000000002375,0.1,Active
r1562,-4.3999999999999995,0.1,Active
r1564,-4.400000000000001,0.1,Active
r1565,-4.400000000000002,0.1,Active
r1567,-4.400000000000001,0.1,Active
r1568,-4.4,0.1,Active
r1571,-4.399999999999852,0.1,Active
r1578,-1000.0,0.1,Active
r1579,-1000.0,0.1,Active
r1581,-1000.0,0.1,Active
r1584,-1000.0,0.1,Active
r1585,-8.199999999999998,0.1,Active
r1586,-8.2,0.1,Active
r1587,-8.2,0.1,Active
r1588,-8.2,0.1,Active
r1589,-8.199999999999795,0.1,Active
r1590,-8.200000000000001,0.1,Active
r1591,-8.2,0.1,Active
r1593,-8.200000000000001,0.1,Active
r1594,-8.200000000000015,0.1,Active
r1595,-8.2,0.1,Active
r1597,-1000.0,0.1,Active
r1603,-1000.0,0.1,Active
r1604,-1000.0,0.1,Active
r1610,-1000.0,0.1,Active
r1611,-1000.0,0.1,Active
r1612,-1000.0,0.1,Active
r1613,-1000.0,0.1,Active
r1615,-1000.0,0.1,Active
r1616,-1000.0,0.1,Active
r1617,-1000.0,0.1,Active
TYRPHELAT2tc,-1000.0,0.1,Active
CYSPHELAT2tc,-1000.0,0.1,Active
r1621,-1000.0,0.1,Active
ASNPHELAT2tc,-1000.0,0.1,Active
VALPHELAT2tc,-1000.0,0.1,Active
THRPHELAT2tc,-1000.0,0.1,Active
ILEPHELAT2tc,-1000.0,0.1,Active
r1629,-1000.0,0.1,Active
r1630,-1000.0,0.1,Active
r1631,-1000.0,0.1,Active
r1632,-1000.0,0.1,Active
r1634,-1000.0,0.1,Active
r1637,-1000.0,0.1,Active
r1641,-1000.0,0.1,Active
r1645,-1000.0,0.1,Active
ILELAT1tc,-1000.0,0.1,Active
r1648,-1000.0,0.1,Active
r1649,-1000.0,0.1,Active
r1652,-1000.0,0.1,Active
r1657,-1000.0,0.1,Active
r1659,-1000.0,0.1,Active
r1661,-1000.0,0.1,Active
r1666,-2.199999999999999,0.1,Active
r1671,-2.2000000000000064,0.1,Active
r1673,0.0,0.1,Inactive
r1674,0.0,0.1,Inactive
r1676,0.0,0.1,Inactive
r1678,0.0,0.1,Inactive
r1680,0.0,0.1,Inactive
r1685,0.0,0.1,Inactive
r1686,0.0,0.1,Inactive
r1692,0.0,0.1,Inactive
r1693,0.0,0.1,Inactive
r1696,0.0,0.1,Inactive
r1700,0.0,0.1,Inactive
r1701,0.0,0.1,Inactive
r1705,0.0,0.1,Inactive
r1706,0.0,0.1,Inactive
r1707,0.0,0.1,Inactive
r1710,0.0,0.1,Inactive
r1717,0.0,0.1,Inactive
r1722,0.0,0.1,Inactive
r1723,0.0,0.1,Inactive
r1726,0.0,0.1,Inactive
r1731,0.0,0.1,Inactive
r1732,0.0,0.1,Inactive
r1736,0.0,0.1,Inactive
r1744,0.0,0.1,Inactive
r1745,0.0,0.1,Inactive
r1746,0.0,0.1,Inactive
r1747,0.0,0.1,Inactive
r1748,0.0,0.1,Inactive
r1750,0.0,0.1,Inactive
r1752,0.0,0.1,Inactive
r1753,0.0,0.1,Inactive
r1754,0.0,0.1,Inactive
r1755,0.0,0.1,Inactive
r1758,0.0,0.1,Inactive
r1762,0.0,0.1,Inactive
r1763,0.0,0.1,Inactive
r1764,0.0,0.1,Inactive
r1766,0.0,0.1,Inactive
r1768,0.0,0.1,Inactive
r1771,0.0,0.1,Inactive
r1774,0.0,0.1,Inactive
r1778,0.0,0.1,Inactive
r1779,0.0,0.1,Inactive
r1781,0.0,0.1,Inactive
r1783,0.0,0.1,Inactive
r1784,0.0,0.1,Inactive
r1786,0.0,0.1,Inactive
r1789,0.0,0.1,Inactive
r1790,0.0,0.1,Inactive
r1791,0.0,0.1,Inactive
r1792,0.0,0.1,Inactive
r1796,0.0,0.1,Inactive
r1797,0.0,0.1,Inactive
r1798,0.0,0.1,Inactive
r1799,0.0,0.1,Inactive
r1805,0.0,0.1,Inactive
r1806,0.0,0.1,Inactive
r1809,0.0,0.1,Inactive
r1811,0.0,0.1,Inactive
r1814,0.0,0.1,Inactive
r1817,0.0,0.1,Inactive
r1818,0.0,0.1,Inactive
r1820,0.0,0.1,Inactive
r1821,0.0,0.1,Inactive
r1822,0.0,0.1,Inactive
r1823,0.0,0.1,Inactive
r1824,0.0,0.1,Inactive
r1827,0.0,0.1,Inactive
r1829,0.0,0.1,Inactive
r1830,0.0,0.1,Inactive
r1832,0.0,0.1,Inactive
r1833,0.0,0.1,Inactive
r1836,0.0,0.1,Inactive
r1837,0.0,0.1,Inactive
r1841,0.0,0.1,Inactive
r1842,0.0,0.1,Inactive
r1846,0.0,0.1,Inactive
r1847,0.0,0.1,Inactive
r1848,0.0,0.1,Inactive
r1851,0.0,0.1,Inactive
r1853,0.0,0.1,Inactive
r1854,0.0,0.1,Inactive
r1855,0.0,0.1,Inactive
r1857,0.0,0.1,Inactive
r1858,0.0,0.1,Inactive
r1860,0.0,0.1,Inactive
r1861,0.0,0.1,Inactive
r1864,0.0,0.1,Inactive
r1865,0.0,0.1,Inactive
r1867,0.0,0.1,Inactive
r1874,0.0,0.1,Inactive
r1876,0.0,0.1,Inactive
r1877,0.0,0.1,Inactive
r1880,0.0,0.1,Inactive
r1881,0.0,0.1,Inactive
r1882,0.0,0.1,Inactive
r1885,0.0,0.1,Inactive
r1887,0.0,0.1,Inactive
r1889,0.0,0.1,Inactive
r1890,0.0,0.1,Inactive
r1892,0.0,0.1,Inactive
r1893,0.0,0.1,Inactive
r1898,0.0,0.1,Inactive
r1899,0.0,0.1,Inactive
r1900,0.0,0.1,Inactive
r1901,0.0,0.1,Inactive
r1903,0.0,0.1,Inactive
r1904,0.0,0.1,Inactive
r1905,0.0,0.1,Inactive
r1907,0.0,0.1,Inactive
r1908,0.0,0.1,Inactive
r1910,0.0,0.1,Inactive
r1912,0.0,0.1,Inactive
r1916,0.0,0.1,Inactive
r1918,0.0,0.1,Inactive
r1920,0.0,0.1,Inactive
r1921,0.0,0.1,Inactive
r1925,0.0,0.1,Inactive
r1928,0.0,0.1,Inactive
r1932,0.0,0.1,Inactive
r1935,0.0,0.1,Inactive
r1940,0.0,0.1,Inactive
r1944,0.0,0.1,Inactive
r1945,0.0,0.1,Inactive
r1948,0.0,0.1,Inactive
r1949,0.0,0.1,Inactive
r1951,0.0,0.1,Inactive
r1954,0.0,0.1,Inactive
r1957,0.0,0.1,Inactive
r1961,0.0,0.1,Inactive
r1962,0.0,0.1,Inactive
r1963,0.0,0.1,Inactive
r1964,0.0,0.1,Inactive
r1965,0.0,0.1,Inactive
r1967,0.0,0.1,Inactive
r1970,0.0,0.1,Inactive
r1972,0.0,0.1,Inactive
r1974,0.0,0.1,Inactive
r1976,0.0,0.1,Inactive
r1980,0.0,0.1,Inactive
r1981,0.0,0.1,Inactive
r1983,0.0,0.1,Inactive
r1984,0.0,0.1,Inactive
r1985,0.0,0.1,Inactive
r1986,0.0,0.1,Inactive
r1987,0.0,0.1,Inactive
r1989,0.0,0.1,Inactive
r1997,0.0,0.1,Inactive
r2000,0.0,0.1,Inactive
r2001,0.0,0.1,Inactive
r2003,0.0,0.1,Inactive
r2004,0.0,0.1,Inactive
r2005,0.0,0.1,Inactive
r2007,0.0,0.1,Inactive
r2011,0.0,0.1,Inactive
r2013,0.0,0.1,Inactive
r2014,0.0,0.1,Inactive
r2016,0.0,0.1,Inactive
r2017,0.0,0.1,Inactive
r2018,0.0,0.1,Inactive
r2021,0.0,0.1,Inactive
r2023,0.0,0.1,Inactive
r2026,0.0,0.1,Inactive
r2030,0.0,0.1,Inactive
r2031,0.0,0.1,Inactive
r2032,0.0,0.1,Inactive
r2035,0.0,0.1,Inactive
r2036,0.0,0.1,Inactive
r2038,0.0,0.1,Inactive
r2039,0.0,0.1,Inactive
r2040,0.0,0.1,Inactive
r2041,0.0,0.1,Inactive
r2046,0.0,0.1,Inactive
r2047,0.0,0.1,Inactive
r2048,0.0,0.1,Inactive
r2049,0.0,0.1,Inactive
r2050,0.0,0.1,Inactive
r2051,0.0,0.1,Inactive
r2055,0.0,0.1,Inactive
r2056,0.0,0.1,Inactive
r2058,0.0,0.1,Inactive
r2060,0.0,0.1,Inactive
r2063,0.0,0.1,Inactive
r2065,0.0,0.1,Inactive
r2067,0.0,0.1,Inactive
r2068,0.0,0.1,Inactive
r2071,0.0,0.1,Inactive
r2073_1,0.0,0.1,Inactive
r2080,-1000.0,0.1,Active
r2081,-1000.0,0.1,Active
r2084,-1000.0,0.1,Active
r2085,-1000.0,0.1,Active
r2086,-1.2000000000006208,0.1,Active
r2087,-1000.0,0.1,Active
r2088,-1000.0,0.1,Active
r2089,-1000.0,0.1,Active
r2090,-1000.0,0.1,Active
r2092,-1000.0,0.1,Active
r2093,-1.1999999999999995,0.1,Active
r2094,-1.2000000000000013,0.1,Active
r2096,-1.2000000000000168,0.1,Active
r2100,-1.2000000000000008,0.1,Active
r2101,-1000.0,0.1,Active
r2104,-1000.0,0.1,Active
r2106,-1000.0,0.1,Active
r2108,-1000.0,0.1,Active
r2111,-1000.0,0.1,Active
r2113,-1000.0,0.1,Active
r2114,-1000.0,0.1,Active
r2115,-1000.0,0.1,Active
r2120,-1000.0,0.1,Active
r2121,-1000.0,0.1,Active
r2122,-1000.0,0.1,Active
r2123,-1000.0,0.1,Active
r2125,-1000.0,0.1,Active
r2126,-1000.0,0.1,Active
r2130,-1000.0,0.1,Active
r2133,-1000.0,0.1,Active
r2139,-0.6,0.1,Active
r2141,-1.3000000000000005,0.1,Active
r2146,0.0,0.1,Inactive
r2149,-0.4,0.1,Active
r2150,-0.5,0.1,Active
r2151,0.0,0.1,Inactive
r2153,0.0,0.1,Inactive
r2159,0.0,0.1,Inactive
r2164,0.0,0.1,Inactive
r2165,0.0,0.1,Inactive
r2166,0.0,0.1,Inactive
r2167,0.0,0.1,Inactive
r2172,0.0,0.1,Inactive
r2173,0.0,0.1,Inactive
r2175,0.0,0.1,Inactive
r2176,0.0,0.1,Inactive
r2177,0.0,0.1,Inactive
r2178,0.0,0.1,Inactive
r2179,0.0,0.1,Inactive
r2189,0.0,0.1,Inactive
r2191,0.0,0.1,Inactive
r2192,0.0,0.1,Inactive
r2193,-0.7,0.1,Active
r2195,-0.6000000000000001,0.1,Active
r2196,-0.4999999999999999,0.1,Active
r2199,-0.5999999999999991,0.1,Active
r2201,-0.5,0.1,Active
r2202,-0.5999999999974197,0.1,Active
r2204,0.0,0.1,Inactive
r2205,0.0,0.1,Inactive
r2206,0.0,0.1,Inactive
r2210,0.0,0.1,Inactive
r2211,0.0,0.1,Inactive
r2212,0.0,0.1,Inactive
r2213,0.0,0.1,Inactive
r2215,0.0,0.1,Inactive
r2217,0.0,0.1,Inactive
r2219,0.0,0.1,Inactive
r2226,0.0,0.1,Inactive
r2227,0.0,0.1,Inactive
r2228,0.0,0.1,Inactive
r2229,0.0,0.1,Inactive
r2230,0.0,0.1,Inactive
r2231,0.0,0.1,Inactive
r2233,0.0,0.1,Inactive
r2236,0.0,0.1,Inactive
r2237,0.0,0.1,Inactive
r2238,0.0,0.1,Inactive
r2239,0.0,0.1,Inactive
r2242,0.0,0.1,Inactive
r2244,0.0,0.1,Inactive
r2245,0.0,0.1,Inactive
r2246,0.0,0.1,Inactive
r2247,0.0,0.1,Inactive
r2248,0.0,0.1,Inactive
r2249,0.0,0.1,Inactive
r2250,0.0,0.1,Inactive
r2255,0.0,0.1,Inactive
r2256,0.0,0.1,Inactive
r2257,0.0,0.1,Inactive
r2258,0.0,0.1,Inactive
r2260,0.0,0.1,Inactive
r2264,0.0,0.1,Inactive
r2265,0.0,0.1,Inactive
r2266,0.0,0.1,Inactive
r2268,0.0,0.1,Inactive
