,ids,growth,status
589,{'6342.1'},0.10099999998857628,optimal
590,{'178.4'},0.10099999998857628,optimal
591,{'197257.1'},0.10099999998857628,optimal
592,{'5150.2'},0.10099999998857628,optimal
593,{'7372.1'},,infeasible
594,{'84264.1'},0.10099999998857645,optimal
595,{'10654.1'},,infeasible
596,{'1431.2'},0.1009999999885763,optimal
597,{'5322.1'},0.10099999998857628,optimal
598,{'47.2'},0.10099999998857628,optimal
599,{'11343.1'},0.10099999998857628,optimal
600,{'8867.1'},0.10099999998857628,optimal
601,{'113026.1'},0.10099999998857628,optimal
602,{'23600.1'},0.10099999998857628,optimal
603,{'6241.1'},0.100999999988577,optimal
604,{'875.1'},0.100999999988577,optimal
605,{'206358.1'},0.100999999988577,optimal
606,{'25830.1'},0.100999999988577,optimal
607,{'1327.1'},0.100999999988577,optimal
608,{'84618.1'},0.100999999988577,optimal
609,{'5140.1'},0.100999999988577,optimal
610,{'10201.1'},0.100999999988577,optimal
611,{'8503.1'},0.100999999988577,optimal
612,{'5226.1'},0.100999999988577,optimal
613,{'2876.1'},0.100999999988577,optimal
614,{'2182.1'},0.100999999988577,optimal
615,{'4882.2'},0.100999999988577,optimal
616,{'7841.1'},0.100999999988577,optimal
617,{'6817.5'},0.100999999988577,optimal
618,{'4882.1'},0.100999999988577,optimal
619,{'4507.1'},0.100999999988577,optimal
