Genes,Sensitive,Resistant
NR2F6,99.20666667,111.5
USHBP1,0.03506,0.05891
BABAM1,153.1,185.8333333
ANKLE1,3.119333333,2.645666667
ABHD8,7.922333333,13.52333333
MRPL34,102.4566667,89.21
DDA1,19.23,26.38666667
ANO8,10.43966667,17.39
GTPBP3,35.33333333,29.7
PLVAP,0.046766667,0.14401
CCDC194,0.923266667,1.850166667
BST2,267,565.7666667
BISPR,4.454666667,7.582
MVB12A,45.38666667,52.57
TMEM221,0.2047,0.371066667
SLC27A1,4.431333333,11.61666667
PGLS-DT,30.34666667,52.42
PGLS,79.62333333,134.6333333
NIBAN3,3.927,6.246
COLGALT1,246.7333333,394.9666667
UNC13A,0.09156,0.2505
MAP1S,28.69666667,37.08666667
FCHO1,23.72333333,21.74
B3GNT3,16.52233333,1.992
INSL3,1.4083,4.207333333
JAK3,1.851333333,4.686333333
RPL18A,1934.333333,3431.666667
SNORA68,20.97333333,16.82333333
SLC5A5,1.204,1.3882
CCDC124,189.7666667,158.1
KCNN1,0.324966667,0.278033333
ARRDC2,15.83,14.88
MAST3,6.836666667,12.72333333
PIK3R2,86.31666667,160.1
IFI30,196.4333333,236.7666667
MPV17L2,33.10333333,26.36
RAB3A,3.851666667,4.384333333
LOC102725254,0.1309,0.680666667
PDE4C,0.292833333,0.573766667
IQCN,0.437166667,1.491333333
JUND,88.21666667,187.8
LSM4,163.3666667,112.4066667
LOC105372300,0.855033333,1.505333333
PGPEP1,4.150333333,13.82666667
GDF15,18.15333333,64.25666667
MIR3189,1.4745,8.193333333
SSBP4,44.40333333,54.40666667
ISYNA1,13.73366667,25.00666667
ELL,10.469,12.79666667
FKBP8,230.4666667,346.3666667
KXD1,66.13666667,73.38666667
UBA52,203.8666667,281.8
REX1BD,32.36333333,38.90666667
CRLF1,0.681533333,0.244333333
TMEM59L,0.5781,1.442
KLHL26,6.726666667,7.763
CRTC1,6.904333333,9.759
UPF1,71.37333333,69.77333333
CERS1,0.162733333,0.7437
GDF1,0.2028,0.7138
COPE,275.2666667,300.7333333
DDX49,111.8833333,122.7666667
HOMER3,59.54,68.36
HOMER3-AS1,1.732933333,2.496333333
SUGP2,35.18666667,40.30666667
ARMC6,60.58666667,55.73666667
SLC25A42,5.997666667,7.758666667
TMEM161A,43.17666667,44.69
BORCS8-MEF2B,10.55066667,11.84333333
MEF2B,6.684333333,8.018333333
BORCS8,14.60666667,15.20333333
RFXANK,50.96666667,58.90666667
NR2C2AP,62.89666667,46.30666667
NCAN,0.157113333,0.3858
HAPLN4,0.3243,0.601366667
SUGP1,20.39333333,25.05
MAU2,44.11333333,60.56333333
GATAD2A,96.83333333,78.02333333
TSSK6,5.908,6.251
NDUFA13,623.6666667,703.1
YJEFN3,13.42,17.05666667
CILP2,46.39333333,53.5
PBX4,8.960666667,6.332
LPAR2,23.84,18.81333333
GMIP,20.82666667,22.84333333
ATP13A1,105.48,104.46
ZNF101,11.88,8.994333333
ZNF14,12.09,11.96666667
LOC101060187,0.146983333,0.484166667
LINC00663,4.753,9.416666667
ZNF56P,1.0263,0.890333333
ZNF506,23.56333333,28.71333333
ZNF253,14.82333333,14.19666667
ZNF93,33.94666667,20.82
ZNF682,9.277666667,8.324
LOC105372308,7.284666667,6.084333333
LOC105372309,0.1625,0.5182
ZNF90,14.29,6.564333333
LOC105372310,12.20666667,4.499666667
ZNF486,25.83666667,13.82
ZNF826P,23.19,13.50666667
MIR1270,3.045,2.423
LOC105372316,0.052336667,0.077783333
ZNF737,7.797333333,10.64333333
LOC105372318,0.039406667,0.037943333
ZNF626,15.14666667,13.40666667
LOC105372319,0.141233333,0.1657
ZNF66,10.24433333,3.801
ZNF85,23.61333333,9.954666667
ZNF430,20.23666667,11.16633333
ZNF714,23.1,10.18666667
ZNF431,7.806,6.707
ZNF708,9.622666667,12.01333333
ZNF738,10.53566667,6.749666667
ZNF493,11.56,11.21666667
LOC105372321,39.94,23.39666667
LINC00664,11.64,6.156666667
ZNF429,7.812,6.864
LOC101929007,0.13092,0.151366667
LOC105372323,0.061483333,0.176266667
LOC400682,0.01525,0.049326667
ZNF100,20.03333333,7.443333333
CCNYL6,1.1106,0.644433333
ZNF43,18.20666667,9.707
ZNF208,0.00767,0.009984333
LOC112268248,0.042743333,0.07823
ZNF257,15.09666667,2.335
ZNF676,11.64233333,8.642333333
LINC01858,0,0.037693333
ZNF730,9.182666667,1.933666667
ZNF724,18.64333333,7.381333333
IPO5P1,10.471,14.84666667
ZNF91,7.897333333,11.33
LOC107985285,0.130133333,0.2093
LINC01224,24.69666667,12.72533333
LOC105372335,1.746333333,0.4551
LOC105372337,0.237033333,0.2191
LOC105372338,8.857333333,40.75
ZNF675,33.52666667,33.95666667
ZNF681,13.92333333,5.872666667
RPSA2,28.05,24.27
ZNF726,5.745333333,2.509666667
LOC100505851,2.071,1.332
ZNF254,20.19666667,19.06333333
HAVCR1P1,0.114576667,0.3964
LOC105372345,0.05862,0.2832
LINC00662,6.587333333,10.56
LINC02987,3.185333333,3.398333333
LOC105372348,0.004266667,0.029403333
UQCRFS1,65.54666667,46.55666667
UQCRFS1-DT,0.013045,0.065276667
POP4,32.26333333,19.83666667
LOC105372353,0.269033333,0.395933333
PLEKHF1,6.924666667,7.629333333
C19orf12,3.901666667,5.200666667
CCNE1,24.18333333,16.42666667
URI1,35.02,33.43
ZNF536,0.000908333,0.01428
ZNF507,8.448,8.225
DPY19L3-DT,4.460333333,3.975
DPY19L3,2.888666667,4.907666667
PDCD5,57.93666667,44.66
ANKRD27,26.63,21.87333333
RGS9BP,0.123196667,0.056883333
NUDT19,15.22,9.508666667
SLC7A9,0.049573333,0.18452
CEP89,6.144,6.591666667
FAAP24,4.896333333,2.531
RHPN2,12.77333333,10.677
GPATCH1,8.446333333,7.798333333
WDR88,1.514333333,1.85
LRP3,16.59,27.61666667
SLC7A10,0.08351,0.851033333
CEBPA,2.218,1.352933333
CEBPA-DT,0.697066667,1.009233333
CEBPG,15.58333333,21.78
PEPD,55.05,59.26
LOC105372370,0.076733333,0.09324
KCTD15,4.654666667,7.095666667
LSM14A,28.01,29.77333333
GARRE1,4.387333333,8.187333333
GPI,87.52,54.59666667
PDCD2L,25.53,14.32
UBA2,54.37333333,38.88666667
WTIP,0.143,0.598066667
ZNF807P,0.059173333,0.117603333
SCGB1B2P,1.249966667,1.0242
SCGB2B2,0.2825,0.4621
SCGB2B3P,0.5032,0.0893
ZNF302,12.37,14.05
ZNF181,1.913333333,2.510666667
ZNF599,1.580666667,1.845666667
LINC01801,0,0.067196667
ZNF30-AS1,0.083733333,0.281433333
ZNF30,1.557333333,1.250333333
ZNF792,0.850933333,0.9118
GRAMD1A,22.94,42.95
SCN1B,1.235666667,1.663333333
HPN,0.727633333,0.505533333
HPN-AS1,0.050783333,0.051216667
FXYD3,2.6019,0.03579
LGI4,0.338133333,0.627
FXYD1,0.5205,0.945166667
FXYD7,0.1801,0.3208
FXYD5,140.4666667,106.3533333
LSR,61.21333333,53.69
LOC105372380,1.178666667,0.909733333
USF2,23.27666667,20.11333333
CD22,1.131333333,0.650966667
MIR5196,1.5689,0.587166667
FFAR1,0,0.073163333
KRTDAP,0.463466667,0.724666667
DMKN,32.88,28.42
SBSN,1.331066667,1.344666667
GAPDHS,11.53633333,7.824333333
TMEM147-AS1,19.93333333,17.38666667
TMEM147,100.8166667,92.30333333
ATP4A,0.019176667,0.027583333
HAUS5,18.29666667,11.43666667
RBM42,101.29,69.68
ETV2,0.266233333,0.609833333
COX6B1,381.1666667,294.4
UPK1A,0.3255,0.354123333
UPK1A-AS1,0.246266667,0.469166667
ZBTB32,0.2904,0.5306
KMT2B,19.59333333,16.48666667
IGFLR1,4.456,1.798
U2AF1L4,11.619,14.38666667
PSENEN,54.6,46.63
LIN37,12.75666667,15.50333333
HSPB6,67.52666667,102.4166667
PROSER3,14.34,14.42666667
ARHGAP33,6.898333333,2.990333333
NPHS1,0.01096,0.020483333
KIRREL2,0.093956667,0.15831
APLP1,10.50733333,13.05333333
NFKBID,2.459333333,1.377666667
HCST,0.2494,0.405633333
LRFN3,8.434333333,10.90433333
LOC105372383,0.141033333,0.307333333
SDHAF1,11.77,11.91666667
SYNE4,7.065333333,2.198
ALKBH6,12.42,10.74466667
LOC101927572,2.465666667,1.095266667
CLIP3,1.192333333,1.154633333
THAP8,3.544,6.252
WDR62,23.16333333,5.554666667
OVOL3,0.851633333,0.303366667
POLR2I,79.65333333,67.06
TBCB,53.01333333,42.58333333
LOC105372385,0.360433333,0.2959
CAPNS1,207.8,148.4333333
COX7A1,0.576266667,0.657733333
