Genes,Sensitive,Resistant
SLC5A9,0.028163333,0.067303333
SPATA6,0.934566667,1.993
FAF1,20.27,14.52333333
FAF1-AS1,0.04113,0.06763
CDKN2C,22.13666667,20.67
LINC01562,0.037683333,0.09942
RNF11,44.05333333,60.49333333
TTC39A,2.673333333,0.996866667
TTC39A-AS1,0.08154,0.07916
EPS15,23.69666667,19.99
EPS15-AS1,0.267266667,0.154373333
CALR4P,0.5401,0.397633333
OSBPL9,48.72,56.11
NRDC,107.0333333,97.93666667
MIR761,13.99,12.52333333
RAB3B,0.291933333,0.246666667
TXNDC12,35.38,34.07333333
KTI12,8.855666667,7.284
TXNDC12-AS1,0.233066667,0.177166667
BTF3L4,18.91333333,19.04666667
ZFYVE9,6.427666667,8.442
CC2D1B,9.699333333,9.554666667
ORC1,29.93666667,6.888666667
PRPF38A,17.46,14.33666667
TUT4,13.53,17.48666667
GPX7,0.2772,0.405333333
COA7,26.23333333,15.84333333
ZYG11B,11.57333333,17.36666667
ZYG11A,5.602,4.327333333
ECHDC2,4.114,8.656333333
SCP2,30.6,38.25666667
LOC105378724,0,0.117013333
CPT2,32.86,28.91666667
CZIB,28.52666667,24.14
MAGOH,77.99666667,46.08
MAGOH-DT,1.561333333,1.0687
LRP8,14.66666667,6.642
LOC105378728,1.648666667,0.7686
LOC105378726,0.553133333,0.137266667
LRP8-DT,1.397333333,1.196666667
LOC105378731,0.2087,0.133973333
GLIS1,0.01412,0.024896667
NDC1,40.06,20.52666667
YIPF1,24.35,24.27333333
DIO1,0.1061,0.147666667
IFT25,32.11,23.74666667
LRRC42,33.57333333,29.55666667
LDLRAD1,0.051976667,0.079526667
TMEM59,18.48666667,31.76333333
TCEANC2,2.176666667,1.985333333
CYB5RL,2.551666667,2.109333333
MRPL37,132.6333333,102.2833333
SSBP3,17.74,15.64666667
SSBP3-AS1,0.561333333,0.4492
ACOT11,2.201,0.3858
FAM151A,1.987666667,0.285033333
MROH7-TTC4,7.263666667,4.315666667
MROH7,0.036676667,0.148966667
TTC4,19.9,11.62333333
PARS2,7.256666667,7.337
TTC22,2.430666667,0.719533333
CIMAP2,0.2508,0.028406667
DHCR24,193.8333333,94.82333333
DHCR24-DT,0.774233333,0.418266667
TMEM61,0.7113,0.838133333
PCSK9,0.018906667,0.03069
USP24,22.27333333,23.75666667
LOC100507634,0.7169,0.817333333
LOC105378741,0,0.012676667
PLPP3,14.42333333,12.65
PRKAA2,0.013834667,0.028233333
LOC107984960,0.011119,0.020933333
OMA1,15.81666667,18.46
TACSTD2,101.02,379.7
MYSM1,10.75,11.12333333
LOC112268263,0.180133333,0.490166667
LOC105378751,0.130306667,0.257633333
JUN,60.25,54.73
JUN-DT,0.127553333,0.031266667
LOC101926907,0.196333333,0.06479
LINC02777,0.14466,0.048083333
LINC01358,0.529866667,0.9032
FGGY-DT,0.2891,0.100633333
FGGY,1.604333333,0.800533333
HOOK1,2.743666667,0.421033333
CYP2J2,0.278033333,0.6613
LINC01748,0.741866667,1.368666667
NFIA,2.422666667,1.879666667
TM2D1,11.81333333,15.9
PATJ,7.817,7.068333333
KANK4,0.005912667,0.031355333
USP1,49.78333333,29.79333333
DOCK7,18.00666667,17.99
ATG4C,5.528333333,5.197666667
LINC00466,0.039683333,0.00883
FOXD3-AS1,0.407033333,0.684033333
FOXD3,0.147726667,0.219533333
ALG6,11.1,7.389
ITGB3BP,9.900333333,7.201
EFCAB7,2.102333333,2.416333333
DLEU2L,0.3251,0.278966667
PGM1,60.85666667,41.70333333
LOC105378771,0.063663333,0.030976667
ROR1,8.026666667,8.190333333
ROR1-AS1,0.2128,0.212066667
UBE2U,0,0.013885
CACHD1,0.931633333,2.518333333
RAVER2,8.390666667,11.55666667
JAK1,73.74,92.20666667
LINC01359,0.10127,0.302133333
MIR3671,0.413466667,1.734333333
AK4,41.98,58.21
DNAJC6,4.821666667,5.591666667
LOC102724416,0.020566667,0.01501
LOC112268227,0.035213333,0.025696667
LEPR,2.927666667,3.644666667
LEPROT,34.91333333,35.14333333
PDE4B,1.171433333,0.457133333
DNAI4,0.372766667,1.276766667
MIER1,10.96,14.78
SLC35D1,7.833666667,7.241666667
IL12RB2,0.100043333,0.119976667
SERBP1,139.7333333,101.7366667
GADD45A,37.84,54.59
GNG12,88.02333333,112.8066667
LOC105378781,0.142816667,0.1476
GNG12-AS1,0.8744,1.410333333
DIRAS3,0.219766667,0.159736667
WLS,37.60666667,58.59666667
RPE65,0.006063333,0.022713333
DEPDC1,33.66333333,13.301
DEPDC1-AS1,0.576633333,0.213366667
LRRC7,0.002788667,0.003133333
LRRC40,21.16333333,16.94
SRSF11,36.44333333,41.15333333
ANKRD13C,9.326666667,11.85666667
ANKRD13C-DT,13.04666667,15.05
LINC03102,1.281333333,5.882666667
CTH,4.249,12.91666667
LOC105378793,0.071033333,0.151263333
ZRANB2-AS1,9.126,10.13966667
ZRANB2,52.27333333,60.26333333
MIR186,9.194666667,21.79
ZRANB2-DT,0.2057,0.5452
NEGR1,0.005583667,0.026206667
LRRIQ3,0.6531,0.7144
FPGT-TNNI3K,1.1372,1.046833333
FPGT,6.461,7.141333333
TNNI3K,0.041693333,0.040566667
ERICH3,0.00549,0.014188333
CRYZ,13.15666667,12.42
TYW3,14.48,14.43333333
SLC44A5,0.010246667,0.015659
ACADM,39.15333333,37.73666667
DLSTP1,0.8484,0.477733333
RABGGTB,83.80333333,83.03
SNORD45C,30.25333333,34.35333333
SNORD45A,33.09666667,43.67333333
SNORD45B,39.67,50.33333333
MSH4,0.032243333,0.159776667
ST6GALNAC3,0.002308,0.015246667
ST6GALNAC5,0.062236667,0.091023333
PIGK,21.88666667,17.13666667
LOC105378808,0.04038,0.065266667
ZZZ3,17.85333333,17.70333333
USP33,29.38666667,29.38
MIGA1,6.617,8.490666667
NEXN-AS1,1.8,2.369666667
NEXN,8.957666667,12.52666667
FUBP1,23.10333333,16.65666667
DNAJB4,12.36333333,25.78666667
GIPC2,0.055066667,0.09752
PTGFR,0.211346667,0.2985
IFI44L,3.441666667,1.745
IFI44,29.43333333,5.728666667
ADGRL2,0.012213333,0.01805
LINC01361,0,0.065813333
TTLL7,0.728666667,2.441333333
PRKACB,5.467,6.156666667
SAMD13,0.807333333,0.867133333
RPF1,37.63,25.08333333
GNG5,156.7666667,120.2666667
SPATA1,0.6169,0.487633333
CTBS,4.512,5.246666667
LOC105378819,0.07149,0.196233333
LINC01461,0.637666667,0.7538
LINC01555,0.018566667,0.023413333
SSX2IP,11.14,7.189333333
MCOLN2,0.548866667,0.754133333
MCOLN3,1.174966667,1.127666667
DNAI3,0.040706667,0.216866667
SYDE2,1.011566667,1.1475
C1orf52,4.360666667,4.277666667
BCL10,17.77333333,13.42333333
BCL10-AS1,4.714333333,3.437
DDAH1,7.208666667,18.59666667
CCN1,170.4,587.5
LOC107985057,0.078146667,0.077873333
LOC112268231,0.064436667,0.13105
ZNHIT6,7.127666667,7.373
COL24A1,0.00369,0.042706667
LINC02795,0.029103333,0.054736667
LOC105378825,0.135783333,0.3717
ODF2L,7.294,8.668
CLCA2,0.0799,0.370333333
LOC105378827,0.0128,0.398333333
CLCA4-AS1,0.308166667,0.470566667
CLCA3P,0.062643333,0.076283333
SH3GLB1,21.51,28.95666667
SELENOF,97.22333333,110.2533333
HS2ST1,20.34,32.91
LINC01140,0.120423333,0.1819
LMO4,15.02,14.9
LOC105378833,0.04405,0.015483667
LOC105378834,0.051683333,0.022296667
PKN2-AS1,0.066263333,0.163366667
PKN2,22.65666667,18.87
GTF2B,21.56666667,17.64333333
KYAT3,10.359,16.39666667
RBMXL1,9.553333333,9.880666667
GBP3,12.02666667,8.232333333
LOC105378841,0.018544333,0.041906667
GBP1,19.78666667,40.65333333
GBP2,4.8,31.67666667
LOC112268267,0.737833333,5.102
GBP4,0.06379,0.092293333
GBP5,1.616,3.702666667
GBP6,0.0955,0.017536667
LRRC8B,1.772333333,1.303
LRRC8C,1.426666667,0.117823333
LRRC8C-DT,0.046116667,0.13196
LRRC8D,22.01,27.39333333
LOC105378847,0.029843333,0.110006667
GEMIN8P4,1.286,1.58
ZNF326,8.771333333,6.799666667
LINC02609,0.5748,1.868333333
LINC02788,0.04519,0.162253333
ZNF644,11.66666667,13.22666667
CDC7,14.28,7.932333333
LOC102723436,0.108346667,0.130936667
TGFBR3,1.709333333,2.003333333
EPHX4,0.438666667,0.492033333
SETSIP,2.082,1.774
BTBD8,1.185733333,1.800333333
GLMN,8.505333333,6.86
RPAP2,2.574,2.558333333
GFI1,0.037083667,0.067726667
EVI5,6.398666667,12.75666667
RPL5,1145.333333,1426
DIPK1A,9.784,16.05
SNORD21,9.212333333,10.856
SNORA66,5.491333333,6.353333333
MTF2,13.41666667,13.94333333
TMED5,35.20666667,36.02333333
CCDC18,3.924,2.151
CCDC18-AS1,3.967,9.094333333
DR1,12.73,10.766
FNBP1L,4.927666667,9.946333333
BCAR3,24.54333333,14.48
BCAR3-AS1,4.279666667,2.667333333
LOC102723480,0.7163,0.418566667
TRR-TCT1-1,0.503,1.429866667
DNTTIP2,30.13,20.78666667
GCLM,18.44666667,6.591666667
ABCA4,0.075123333,0.189766667
LOC105378858,0.217466667,0.093076667
ARHGAP29,74.64666667,59.80333333
ARHGAP29-AS1,0.490466667,0.1884
ABCD3,26.40666667,28.48
F3,62.96,95.58333333
SLC44A3-AS1,0.562533333,1.037233333
SLC44A3,1.884666667,1.906333333
CNN3,74.35333333,115.7666667
CNN3-DT,2.057666667,5.564333333
ALG14,1.160833333,1.307066667
TLCD4,6.759333333,7.325666667
TLCD4-RWDD3,7.634333333,7.262333333
RWDD3-DT,0.079433333,0.324366667
RWDD3,10.00933333,9.077
PTBP2,1.940333333,2.244333333
DPYD,7.341,8.790333333
DPYD-AS1,3.980333333,4.534333333
MIR137HG,0.050493333,0.098506667
LINC01776,0.04023,0.169356667
SNX7,17.57,22.17
PALMD,1.3206,15.7
FRRS1,4.014333333,2.000333333
AGL,13.34,12.95666667
SLC35A3,4.762666667,4.842
MFSD14A,23.13333333,22.73
SASS6,11.94666667,7.345333333
TRMT13,4.753333333,4.701
LRRC39,2.077666667,2.127
DBT,5.504,6.761333333
RTCA-AS1,0.644233333,1.617
RTCA,26.74,16.70666667
MIR553,1.838,3.040666667
CDC14A,1.373333333,0.600566667
VCAM1,0.00563,0.031116667
EXTL2,9.443666667,10.178
SLC30A7,4.244333333,4.602666667
DPH5,4.616666667,4.607333333
DPH5-DT,4.616666667,6.974666667
S1PR1-DT,0.0454,0.999
S1PR1,0.6777,9.24
RNPC3,8.378333333,9.651333333
AMY2B,0.865366667,2.418333333
ACTG1P4,0.036443333,0.166623333
AMY2A,0.010933333,0.06129
AMY1A,0,0.084243333
AMY1B,0,0.050433333
AMY1C,0,0.073683333
PRMT6,8.304666667,6.476666667
VAV3,0.992766667,2.394666667
SLC25A24,37.82666667,30.77
EEIG2,5.766,4.810333333
HENMT1,7.075333333,5.855
LOC105378890,0.2616,0.154573333
PRPF38B,22.20333333,16.73333333
FNDC7,0.02928,0.048426667
STXBP3,28.85333333,27.48333333
LOC105378891,0.393966667,0.5494
AKNAD1,0.2097,0.2039
GPSM2,14.00333333,7.559333333
CLCC1,17.40666667,16.76666667
WDR47,8.376,9.147666667
TAF13,32.79,37.66666667
TMEM167B-DT,0.584,0.7169
TMEM167B,17.39,24.62666667
SCARNA2,0.430533333,1.382333333
CFAP276,0.02798,0.052796667
ELAPOR1,0.3468,0.845933333
SARS1,58.77666667,80.40666667
CELSR2,2.331,3.151333333
PSRC1,33.35,10.553
SORT1,3.855666667,29.48333333
PSMA5,54.77,33.6
SYPL2,0.278166667,0.954266667
ATXN7L2,3.992666667,4.844333333
CYB561D1,5.543333333,5.671
AMIGO1,0.687233333,1.582333333
GNAI3,24.78333333,20.81666667
MIR197,0.706733333,1.800666667
GNAT2,1.171,2.497666667
AMPD2,33.92,42.63
GSTM4,12.72733333,25.08666667
GSTM2,7.150333333,20.80666667
GSTM1,1.860666667,4.466333333
GSTM3,6.153333333,19.06
LINC01768,0.04874,0.069006667
CSF1,29.86666667,59.53333333
AHCYL1,56.15333333,65.8
STRIP1,14.14666667,14.93333333
ALX3,2.649333333,3.616666667
LINC01397,1.179333333,0.8856
UBL4B,0.1441,0.240833333
SLC6A17,0.005546667,0.024199
KCNC4-DT,0.063513333,0.045216667
KCNC4,0.552533333,0.3381
RBM15-AS1,0.867566667,0.501133333
RBM15,15.55,10.244
SLC16A4,1.7469,0.812566667
LAMTOR5,81.8,61.13333333
LAMTOR5-AS1,1.380933333,0.952866667
PROK1,0.05224,0.062333333
CD53,0.627566667,0.158666667
LRIF1,27.89666667,20.56666667
DRAM2,15.13333333,18.85666667
CEPT1,12.86,14.19666667
DENND2D,3.643333333,1.571333333
CHI3L2,3.171666667,18.93666667
CHIA,0,0.122073333
CIMAP3,0.672833333,2.751666667
OVGP1,0.959866667,3.376
WDR77,67.85333333,36.66
ATP5PB,149.6666667,105.5833333
C1orf162,0.484133333,0.823666667
RAP1A,17.36666667,15.83666667
LINC01160,0.5618,0.9226
LOC107985184,0.635766667,0.710566667
INKA2,0.4966,0.8473
INKA2-AS1,0.211933333,0.3305
LOC101928718,0.201733333,0.253966667
DDX20,18.74,14.97
CTTNBP2NL,6.493,10.04533333
WNT2B,0.362466667,0.721733333
ST7L,2.700666667,2.478333333
CAPZA1,132.9,104.23
MOV10,40.34666667,43.48333333
RHOC,181.1333333,156.2
PPM1J,2.645,1.913
TAFA3,0.4269,0.394766667
SLC16A1,83.10333333,88.10333333
AKR7A2P1,0.448733333,0.506233333
SLC16A1-AS1,2.877333333,3.244
LOC107985189,0.10194,0.136166667
LRIG2-DT,0.211166667,0.3213
LRIG2,3.190333333,3.834333333
MAGI3,7.774333333,7.722666667
PHTF1,11.98,13.05333333
RSBN1,2.466333333,2.367
AP4B1-AS1,4.937333333,3.252333333
PTPN22,0.8515,1.624333333
BCL2L15,0.06175,0.067456667
AP4B1,8.188666667,5.976666667
DCLRE1B,14.57666667,8.314666667
HIPK1-AS1,0.204466667,0.2738
HIPK1,15.38333333,17.7
OLFML3,5.405333333,10.102
SYT6,0.013683333,0.002718
TRIM33,19.43,15.24666667
BCAS2,65.6,48.15333333
DENND2C,1.318566667,1.150833333
NRAS,48.44,43.82
CSDE1,223.9333333,259.0333333
SIKE1,12.20666667,12.29333333
TSPAN2,0.13445,0.2782
NGF,0.622466667,0.705833333
VANGL1,13.48,8.756666667
LOC101928977,0.123453333,0
SLC22A15,0.598733333,1.258333333
ATP1A1,99.02666667,75.42
ATP1A1-AS1,80.87,61.14333333
LOC112268235,0.467666667,0.364166667
CD58,4.548,3.943666667
IGSF3,6.949333333,8.684
LOC105378924,0.007322,0.031676667
PTGFRN,16.36,50.51
CD101,3.185,10.617
CD101-AS1,0.4649,0.291066667
TTF2,17.21333333,9.822333333
TRIM45,2.233333333,2.522333333
VTCN1,0.0977,2.743
MAN1A2,9.399666667,13.51333333
TENT5C,2.744,3.642333333
LOC105378929,0.03339,0.176333333
GDAP2,3.576333333,3.382666667
WDR3,23.00333333,17.88
SPAG17,1.675333333,3.955666667
LOC105378930,0.04325,0.05389
TBX15,0.089763333,0.228
WARS2,11.70866667,17.70666667
WARS2-AS1,3.189666667,3.754
LOC107985192,0.364813333,0.10453
HSD3B1,0.052686667,0.121616667
HSD3BP4,0.04513,0.04272
LINC00622,0.3274,0.3569
ZNF697,2.306666667,2.841
PHGDH,11.09133333,29.01
REG4,0,0.026423333
NOTCH2,65.77333333,89.38666667
LOC101929178,0.236233333,0.231
SEC22B,13.66333333,19.84666667
LOC101929788,0.098336667,0.133453333
NBPF8,18.71,23.84
PFN1P2,1.474333333,1.854333333
PDE4DIPP2,2.279,4.016666667
LOC107985524,0.420666667,0.626733333
LOC105378944,0.284033333,0.241266667
NOTCH2NLR,4.481333333,7.361666667
NBPF26,19.63333333,27.29
LINC00623,2.253333333,1.959
LOC100996720,2.952666667,3.306
LOC105369199,0.110833333,0.3068
PDE4DIPP4,1.91,1.291666667
H3P4,2.580333333,2.322
FCGR1BP,0.01666,0.027626667
LOC100996318,0.012973333,0.052943333
H2BP1,2.346333333,1.896333333
FAM72B,27.03,6.529333333
SRGAP2C,7.881333333,6.628333333
LOC107985193,0.03295,0.022526
SRGAP2-AS1,0.04365,0.048213333
LINC02798,0.113426667,0.263733333
EMBP1,1.666333333,2.4
LINC01691,0.146653333,0.371366667
LOC105371172,0.02616,0.074163333
LOC105371175,1.940666667,0.834366667
LOC107985200,1.218333333,1.314
LOC107985201,0.259366667,0.238733333
H2BP2,2.091666667,1.837
FCGR1CP,0.080063333,0.1023
H3-7,19.51666667,17.82333333
FAM72C,29.42333333,7.005333333
SRGAP2D,18.99666667,15.87333333
LOC105371207,0.039353333,0.086963333
LOC105371206,1.956666667,0.8478
LINC02802,0.3692,0.447166667
NBPF15,32.83,45.82666667
LOC105371211,0.035193333,0.019263333
KMT2CP1,0.062086667,0.060553333
LSP1P5,2.163,1.781666667
LOC105371216,1.97,0.925666667
LOC105371217,0.089353333,0.085143333
SRGAP2B,9.406,8.875666667
LOC107985595,0.10129,0.08808
FAM72D,20.37,5.121666667
LOC101929805,0.012366667,0.028403333
LINC01145,1.684,3.738
LOC100996740,1.1218,1.569
RNVU1-14,2.192,1.106766667
NBPF20,3.973333333,4.754
LOC105371312,17.11333333,18.77333333
LOC105371288,0.2494,0.581
NBPF25P,8.725666667,12.4
GPR89A,22.07,22.74
PDZK1,1.842,1.552666667
CD160,0.2148,0.699266667
RNF115,12.78666667,17.7
POLR3C,18.58666667,19.99
NUDT17,10.14833333,11.93666667
PIAS3,59.34,61.54666667
MIR6736,3.054,1.387233333
ITGA10,0.873866667,0.352733333
PEX11B,30.47666667,31.77666667
GNRHR2,10.72333333,13.08333333
RBM8A,49.77666667,37.06666667
LIX1L-AS1,90.42,49.29333333
LIX1L,27.07666667,47.67
POLR3GL,27.2,34.10666667
ANKRD34A,0.554866667,0.7436
TXNIP,254.6333333,706.8333333
HJV,0.03156,0.02304
RNVU1-6,1.521666667,1.125
LINC01719,4.592666667,5.75
NBPF10,11.46,17.03
NOTCH2NLA,5.37,9.652666667
LOC105371254,0.2613,0.371733333
NUDT4P2,9.271,9.785
SEC22B4P,1.111666667,1.746
LOC112268274,0.247833333,0.09827
LOC100996756,0.917866667,3.429
HYDIN2,0.340066667,1.126866667
NBPF12,13.52666667,23.45333333
LOC728989,0.134146667,0.192633333
NBPF13P,0.03195,0.074046667
PRKAB2,22.44666667,25.11666667
CHD1L,44.38,37.15
PDIA3P1,24.73666667,31.43
FMO5,1.080666667,2.027
LINC00624,9.678,8.855333333
BCL9,14.20333333,19.31333333
ACP6,10.58466667,7.090333333
LOC105371229,0.08869,0.234533333
GPR89B,20.72,22.56333333
PDZK1P1,1.064166667,1.218333333
RNVU1-7,0.218533333,0.8417
PDE4DIPP1,0.3166,0.441366667
NBPF11,11.66666667,17.14
LOC101927468,0.257766667,1.336166667
LINC01731,0.010883333,0.06333
LINC02806,0.021818667,0.070436667
LOC105371225,0.013056667,0.037736667
RNVU1-1,1.957566667,1.451
PDE4DIPP6,2.620666667,2.969
RNVU1-3,0.5586,0.6283
LINC01138,10.46066667,10.35
LOC105371224,0.3278,0.5398
NBPF14,22.07,34.86
NOTCH2NLB,3.994333333,8.521666667
LOC105371223,0.4158,0.4758
NUDT4B,11.19,12.1
SEC22B3P,0.686533333,1.140333333
PDE4DIP,8.708,14.49
LOC112268272,0.386233333,0.5881
NBPF9,29.52666667,37.79
LOC101929790,0.141333333,0.197333333
LOC102723348,0.030876667,0.0474
LOC653513,1.179766667,12.95
SEC22B2P,0.9721,1.502333333
LOC105371403,0.06749,0.12623
NOTCH2NLC,2.444,4.424
NBPF19,13.83,19.89666667
LINC00869,0.362433333,0.305333333
LOC644634,0.9681,1.539333333
FCGR1A,0.102506667,0.314066667
H2BC18,3.568666667,3.712
H3C13,1.607,1.2013
H4C14,26.95333333,39.68
H3C14,2.288666667,1.629666667
H2AC18,29.08333333,51.24333333
H2BC20P,15.27333333,12.64666667
H2AC19,25.76,43.09666667
H3C15,2.151,1.730666667
H4C15,23.17333333,32.76333333
H2BC21,9.980666667,12.81333333
H2AC20,6.118333333,1.868133333
H2AC21,0.598533333,0
BOLA1,30.44,29.07
SV2A,0.6079,1.285333333
SF3B4,251.4,162.3333333
MTMR11,8.856,8.582666667
OTUD7B,9.526666667,11.54
VPS45,39.38333333,34.18666667
PLEKHO1,7.962666667,10.19566667
LINC02988,0.121433333,0.1688
ANP32E,100.9166667,74.54333333
CA14,14.73666667,15.13666667
APH1A,163.1,161.3666667
C1orf54,0.5399,0.750033333
CIART,9.503,7.237666667
LOC105371434,0.745666667,0.303466667
MRPS21,97.38,97.67333333
PRPF3,31.65,24.12666667
RPRD2,30.02666667,29.80333333
TARS2,83.38666667,73.02
MIR6878,2.196866667,2.608666667
ECM1,4.607666667,6.58
FALEC,1.4047,2.417666667
ADAMTSL4-AS2,4.391666667,15.42666667
ADAMTSL4,4.834,19.17666667
MIR4257,5.850333333,12.05566667
ADAMTSL4-AS1,2.255333333,2.314333333
MCL1,194.4,250.4
LOC107985203,0.49738,0.879666667
ENSA,70.36333333,59.29333333
LOC112268239,2.475666667,5.664
GOLPH3L,24.71333333,35.62666667
HORMAD1,9.921,14.35333333
CTSS,5.259,0.954966667
CTSK,4.941333333,7.164666667
ARNT,23.33333333,34.48
LOC107985204,1.196766667,0.545533333
SETDB1,30.00666667,38.45
CERS2,194.8666667,324.7333333
LOC105371438,0.165656667,0.2121
ANXA9,5.531,9.407
MINDY1,7.224666667,13.88
PRUNE1,21.65666667,29.56
BNIPL,0.611666667,0.3703
C1orf56,8.919666667,8.684666667
CDC42SE1,102.68,78.43333333
MLLT11,4.990666667,23.84
GABPB2,6.143333333,5.785
SEMA6C,2.949,7.047333333
LYSMD1,8.101,10.318
TNFAIP8L2-SCNM1,17.41,17.37666667
TNFAIP8L2,0.312233333,0.6723
SCNM1,17.21333333,17.35666667
TMOD4,3.109333333,2.981666667
VPS72,77.80333333,86.17666667
PIP5K1A,55.42666667,64.74
PSMD4,376.9666667,269
ZNF687-AS1,2.487,2.683333333
ZNF687,19.03,23.39666667
PI4KB,63.91666667,72.54
RFX5,41.13,66.93666667
RFX5-AS1,1.5616,3.144666667
SELENBP1,16.46666667,46.54
PSMB4,779.1666667,605.1666667
POGZ,11.50333333,16.01333333
CGN,22.89333333,5.080333333
TUFT1,26.84,88.96333333
MIR554,0.546333333,1.793666667
SNX27,21.05333333,19.58666667
CELF3,4.016333333,3.820666667
RIIAD1,0.316866667,0.1294
MRPL9,162.3666667,99.69
OAZ3,35.89333333,20.74
TDRKH,20.68,14.73
TDRKH-AS1,3.754,3.676333333
LINGO4,0.040296667,0.151283333
RORC,1.2387,9.924666667
C2CD4D,0.880933333,0.435733333
C2CD4D-AS1,5.588666667,3.704666667
THEM5,3.713333333,2.858666667
THEM4,11.26,13.38
S100A10,951.6,673.4333333
NBPF18P,0.12438,0.083
S100A11,1779.333333,1271.833333
LOC101927949,1.043666667,1.264666667
TCHHL1,0.05927,0.958766667
TCHH,0.2875,0.7366
HRNR,0.7147,1.534333333
FLG,3.068333333,7.169333333
FLG-AS1,2.044,4.965
FLG2,0.11226,0.2498
IVL,2.350233333,0.128206667
SPRR3,0.6699,0
SPRR1B,2.624666667,0
SPRR2A,0.13201,0
S100A9,4.458,28.30666667
S100A12,0.0757,0.281533333
S100A8,0.050566667,1.599833333
S100A6,3072.333333,3942
S100A5,0.264366667,0.497833333
S100A4,20.01666667,59.09333333
LOC101928034,2.654333333,6.125666667
S100A3,11.69666667,21.38666667
S100A2,26.87666667,74.15666667
S100A16,226.8666667,211.4333333
S100A14,12.225,0.728133333
S100A13,75.1,51.73
S100A1,4.108333333,2.956
CHTOP,77.33666667,56.31333333
SNAPIN,57.64333333,59.28
ILF2,481,284.9333333
NPR1,1.604333333,2.477666667
INTS3,77.56333333,100.4466667
SLC27A3,20.31333333,10.68833333
GATAD2B,14.53333333,17.04666667
LOC101928059,4.141,4.326333333
DENND4B,29.79,32.75
CRTC2,48.03666667,47.23333333
SLC39A1,150.8333333,152.1333333
MIR6737,3.090666667,3.395333333
CREB3L4,14.47,19.31
JTB,204.3333333,214.3666667
RAB13,83.07666667,94.76333333
RPS27,1462.333333,2129.666667
NUP210L,0.078316667,0.09807
TPM3,115.9,74.04
CFAP141,0.158866667,0.326233333
C1orf43,143.3333333,153.3666667
UBAP2L,130.5666667,142.4333333
SNORA58B,10.424,10.19066667
HAX1,194.6,176.0666667
ATP8B2,29.55666667,56.44333333
IL6R-AS1,0.2538,0.319366667
IL6R,6.490333333,7.828666667
SHE,0.9063,1.19
UBE2Q1,63.8,64.82666667
UBE2Q1-AS1,43.82666667,42.71333333
CHRNB2,27.29333333,28.26666667
ADAR,108.1666667,112.6333333
KCNN3,0.039066667,0.399133333
LOC105371449,0.168166667,0.123066667
PMVK,79.37666667,62.36
PBXIP1,21.83666667,110.6933333
PYGO2,51.48666667,59.14666667
LOC101928120,26.4,36.48
SHC1,105.25,145.6666667
CKS1B,264.3666667,99.12
MIR4258,15.10033333,5.219333333
FLAD1,50.73333333,39.95
LENEP,0.19033,0.2905
ZBTB7B,20.41333333,17.16333333
DCST2,1.3562,0.8325
DCST1,2.112333333,0.993866667
DCST1-AS1,4.471,3.952
ADAM15,161.1333333,178.4333333
EFNA4,21.04666667,31.98333333
EFNA3,6.669,6.160666667
EFNA1,66.27,76.75333333
SLC50A1,53.65,54.65333333
DPM3,36.00333333,39.55333333
KRTCAP2,199.5,194.1
TRIM46,1.579666667,0.789333333
MUC1,16.855,32.41666667
THBS3,21.68666667,62.92666667
THBS3-AS1,21.64,60.86666667
MTX1,82.5,75.23333333
GBA1LP,33.08666667,35.97
GBA1,110.1,159.1666667
ENTREP3,46.64,37.57333333
SCAMP3,135.6666667,126.3
